,Year of car manufacture,Width,Color,kilometer driven,Transmission type,price,Body type,Length,Brand Name,Fuel type,city,Seats,Car model,Number of previous owners,Insurance Validity_value,Engine Displacement_value(cc)
3509,2020,1745mm,White,36000,Manual,825000.0,SUV,3995mm,Mahindra,Diesel,Delhi,7.0,Mahindra Bolero Power Plus,1,Comprehensive,1493
3510,2017,1735mm,Silver,32000,Manual,635000.0,Sedan,3995mm,Maruti,Diesel,Delhi,5.0,Maruti Swift Dzire,1,Comprehensive,1248
3511,2017,1821mm,Blue,38000,Automatic,2250000.0,SUV,4439mm,BMW,Diesel,Delhi,5.0,BMW X1,1,Third Party insurance,1995
3512,2017,1490mm,White,33000,Manual,340000.0,Hatchback,3545mm,Maruti,Petrol,Delhi,5.0,Maruti Alto K10,1,Comprehensive,998
3513,2018,1729mm,Silver,68045,Automatic,950000.0,Sedan,4440mm,Hyundai,Diesel,Delhi,5.0,Hyundai Verna,1,Third Party insurance,1582
3515,2023,1890mm,White,4000,Automatic,7200000.0,SUV,4658mm,Mercedes-Benz,Diesel,Delhi,5.0,Mercedes-Benz GLC,1,Comprehensive,1950
3516,2018,1495mm,Silver,19765,Manual,392000.0,Hatchback,3599mm,Maruti,Petrol,Delhi,5.0,Maruti Wagon R,1,Zero Dep,998
3517,2021,1821mm,White,7076,Manual,1205000.0,SUV,3995mm,Mahindra,Petrol,Delhi,5.0,Mahindra XUV300,1,Third Party insurance,1197
3518,2017,1695mm,Silver,30560,Manual,743000.0,Sedan,4440mm,Honda,Petrol,Delhi,5.0,Honda City,1,Zero Dep,1497
3519,2020,2075mm,Grey,5000,Automatic,3375000.0,Sedan,4691mm,Jaguar,Diesel,Delhi,5.0,Jaguar XE,1,Comprehensive,1999
3520,2018,1600mm,White,47944,Manual,484999.99999999994,Hatchback,3695mm,Maruti,Cng,Delhi,5.0,Maruti Celerio,1,Third Party insurance,998
3521,2016,1780mm,White,78550,Automatic,878999.9999999999,SUV,4270mm,Hyundai,Petrol,Delhi,5.0,Hyundai Creta,1,Comprehensive,1591
3522,2017,1850mm,White,65000,Automatic,1050000.0,SUV,4475mm,Hyundai,Petrol,Delhi,5.0,Hyundai Tucson,1,Third Party insurance,1999
3523,2022,1800mm,Grey,32000,Automatic,1980000.0,SUV,4315mm,Kia,Diesel,Delhi,5.0,Kia Seltos,1,Comprehensive,1493
3524,2017,1695mm,Silver,58996,Manual,462000.0,Sedan,3995mm,Honda,Petrol,Delhi,5.0,Honda Amaze,2,Comprehensive,1199
3525,2018,2075mm,Silver,34000,Automatic,2650000.0,Sedan,4795mm,Jaguar,Diesel,Delhi,5.0,Jaguar XE,2,Comprehensive,1999
3526,2015,1734mm,White,59537,Manual,509000.0,Hatchback,3985mm,Hyundai,Petrol,Delhi,5.0,Hyundai i20,2,Third Party insurance,1197
3527,2022,1620 mm,White,9314,Manual,530000.0,Hatchback,3655 mm,Maruti,Petrol,Delhi,5.0,Maruti Wagon R,1,Comprehensive,998
3528,2019,1813 mm,Gray,60000,Manual,700000.0,SUV,4384 mm,Nissan,Petrol,Delhi,5.0,Nissan Kicks,2,Third Party insurance,1498
3529,2014,1695mm,White,41684,Manual,310000.0,Sedan,3995mm,Honda,Petrol,Delhi,5.0,Honda Amaze,1,Third Party insurance,1199
3530,2011,"1,772 mm",White,70000,Automatic,700000.0,Sedan,"4,586 mm",Audi,Petrol,Delhi,5.0,Audi A4,3,Third Party insurance,1781
3531,2016,1695mm,White,51607,Manual,440000.00000000006,Hatchback,3884mm,Toyota,Petrol,Delhi,5.0,Toyota Etios Liva,1,Comprehensive,1197
3532,2015,1706mm,White,90000,Manual,400000.0,Sedan,3995mm,Tata,Diesel,Delhi,5.0,Tata Zest,1,Third Party insurance,1248
3533,2020,1985,White,30000,Automatic,3050000.0,MUV,5115mm,Kia,Diesel,Delhi,7.0,Kia Carnival,1,Third Party insurance,2199
3534,2022,1855mm,Red,40000,Manual,1575000.0,SUV,3985mm,Mahindra,Diesel,Delhi,4.0,Mahindra Thar,1,Third Party insurance,2184
3535,2020,1890mm,Black,35000,Automatic,4995000.0,SUV,4658mm,Mercedes-Benz,Diesel,Delhi,5.0,Mercedes-Benz GLC,1,Comprehensive,1950
3536,2013,1735,Silver,97672,Manual,360000.0,Hatchback,3845mm,Maruti,Petrol,Delhi,5.0,Maruti Swift,1,Comprehensive,1197
3537,2014,1700mm,Others,90000,Manual,360000.0,Sedan,4375mm,Hyundai,Petrol,Delhi,5.0,Hyundai Verna,3,Third Party insurance,1591
3538,2015,1665mm,Silver,68740,Manual,344000.0,Hatchback,3780mm,Nissan,Petrol,Delhi,5.0,Nissan Micra,2,Comprehensive,1198
3539,2018,2020mm,White,37000,Automatic,3565000.0,Sedan,4686mm,Mercedes-Benz,Petrol,Delhi,5.0,Mercedes-Benz C-Class,1,Comprehensive,1991
3540,2017,1730mm,Others,40000,Manual,600000.0,Sedan,4490mm,Maruti,Diesel,Delhi,5.0,Maruti Ciaz,1,Third Party insurance,1248
3541,2015,1680mm,Silver,86245,Manual,340000.0,Sedan,3990mm,Honda,Petrol,Delhi,5.0,Honda Amaze,2,Third Party insurance,1198
3542,2016,1682mm,Others,40000,Automatic,675000.0,Hatchback,3971mm,Volkswagen,Petrol,Delhi,5.0,Volkswagen Polo,2,Third Party insurance,1197
3543,2020,1828mm,Blue,15000,Automatic,4375000.0,Sedan,4824mm,BMW,Petrol,Delhi,5.0,BMW 3 Series GT,2,Comprehensive,1998
3544,2016,1515mm,White,60896,Manual,294000.0,Hatchback,3445mm,Maruti,Petrol,Delhi,5.0,Maruti Alto 800,2,Comprehensive,796
3545,2013,1695mm,Others,60000,Manual,375000.0,Sedan,4440mm,Honda,Petrol,Delhi,5.0,Honda City,1,Third Party insurance,1497
3546,2021,1735,Silver,18340,Automatic,801000.0,Sedan,3995mm,Maruti,Petrol,Delhi,5.0,Maruti Swift Dzire,2,Comprehensive,1197
3547,2022,1818mm,Blue,20000,Automatic,2900000.0,SUV,4405mm,Jeep,Diesel,Delhi,5.0,Jeep Compass,1,Third Party insurance,1956
3548,2017,1780mm,Others,70000,Automatic,800000.0,SUV,4270mm,Hyundai,Diesel,Delhi,5.0,Hyundai Creta,2,Third Party insurance,1582
3549,2015,1620 mm,Silver,75000,Manual,313000.0,Hatchback,3655 mm,Maruti,Cng,Delhi,5.0,Maruti Wagon R,1,Comprehensive,998
3550,2017,1734mm,Others,40000,Manual,509999.99999999994,SUV,3999mm,Honda,Petrol,Delhi,5.0,Honda WR-V,1,Third Party insurance,1199
3551,2014,2019mm,White,57000,Automatic,1125000.0,SUV,4388mm,Audi,Diesel,Delhi,5.0,Audi Q3,2,Third Party insurance,1968
3552,2016,1745mm,Grey,48000,Manual,455000.0,Hatchback,3995mm,Maruti,Petrol,Delhi,5.0,Maruti Baleno,1,Comprehensive,1197
3553,2011,1695 mm,Others,120000,Manual,300000.0,Sedan,4420 mm,Honda,Petrol,Delhi,5.0,Honda City,1,Third Party insurance,1497
3554,2017,1765mm,White,25000,Automatic,725000.0,SUV,3998mm,Ford,Petrol,Delhi,5.0,Ford Ecosport,1,Comprehensive,1496
3555,2021,1830,Black,29000,Automatic,2325000.0,MUV,4735,Toyota,Diesel,Delhi,7.0,Toyota Innova Crysta,1,Third Party insurance,2393
3556,2019,1695mm,Maroon,63176,Manual,515000.00000000006,Hatchback,3886mm,Ford,Diesel,Delhi,5.0,Ford Figo,1,Comprehensive,1498
3557,2021,1847mm,Black,24000,Automatic,4000000.0,Sedan,4762mm,Audi,Petrol,Delhi,5.0,Audi A4,1,Comprehensive,1998
3558,2020,1579mm,Silver,22820,Manual,418000.0,Hatchback,3731mm,Renault,Petrol,Delhi,5.0,Renault KWID,1,Comprehensive,999
3559,2022,2100mm,White,5000,Automatic,7600000.0,SUV,4371 mm,Land Rover,Diesel,Delhi,5.0,Land Rover Range Rover Evoque,1,Comprehensive,1997
3560,2009,1595mm,Others,30000,Manual,200000.0,Hatchback,3585mm,Hyundai,Petrol,Delhi,5.0,Hyundai i10,1,Third Party insurance,1197
3561,2017,1735mm,Others,74538,Automatic,685000.0,Sedan,3995mm,Maruti,Petrol,Delhi,5.0,Maruti Swift Dzire,1,Comprehensive,1197
3562,2019,1890 mm,Others,40000,Automatic,3600000.0,SUV,4656 mm,Mercedes-Benz,Petrol,Delhi,5.0,Mercedes-Benz GLC,1,Third Party insurance,1991
3563,2018,1515,White,45399,Manual,289000.0,Hatchback,3445,Maruti,Petrol,Delhi,5.0,Maruti Alto 800,1,Comprehensive,796
3564,2018,1682mm,Silver,24940,Manual,610000.0,Sedan,3995mm,Volkswagen,Petrol,Delhi,5.0,Volkswagen Ameo,2,Third Party,999
3565,2019,1780mm,White,22000,Automatic,1400000.0,SUV,4270mm,Hyundai,Diesel,Delhi,5.0,Hyundai Creta,1,Comprehensive,1582
3566,2014,1680mm,Silver,98681,Manual,323000.0,Sedan,3990mm,Honda,Petrol,Delhi,5.0,Honda Amaze,1,Comprehensive,1198
3567,2023,2157mm,Black,6000,Automatic,9500000.0,SUV,4924mm,Mercedes-Benz,Diesel,Delhi,5.0,Mercedes-Benz GLE,1,Comprehensive,1950
3568,2017,1745mm,White,40000,Manual,525000.0,Hatchback,3995mm,Maruti,Petrol,Delhi,5.0,Maruti Baleno,1,Comprehensive,1197
3569,2018,1734mm,Brown,58000,Manual,725000.0,SUV,3999mm,Honda,Diesel,Delhi,5.0,Honda WR-V,1,Comprehensive,1498
3570,2015,1734mm,Silver,75000,Manual,425000.0,Hatchback,3985mm,Hyundai,Diesel,Delhi,5.0,Hyundai i20,1,Comprehensive,1396
3571,2014,1765mm,Others,76000,Manual,350000.0,SUV,3999mm,Ford,Diesel,Delhi,5.0,Ford Ecosport,1,Comprehensive,1498
3572,2017,1579mm,Silver,60000,Automatic,325000.0,Hatchback,3679mm,Renault,Petrol,Delhi,5.0,Renault KWID,1,Comprehensive,999
3573,2016,1695mm,Grey,58000,Automatic,675000.0,Sedan,4440mm,Honda,Petrol,Delhi,5.0,Honda City,1,Comprehensive,1497
3574,2013,1778mm,Silver,80000,Manual,415000.00000000006,Sedan,4659mm,Volkswagen,Petrol,Delhi,5.0,Volkswagen Jetta,2,Comprehensive,1390
3575,2018,2019 mm,White,20000,Automatic,3875000.0,Sedan,4963 mm,Volvo,Diesel,Delhi,5.0,Volvo S90,1,Third Party insurance,1969
3576,2017,1745mm,White,42841,Manual,589000.0,Hatchback,3995mm,Maruti,Petrol,Delhi,5.0,Maruti Baleno,1,Comprehensive,1197
3577,2017,1790mm,Grey,67000,Manual,650000.0,SUV,3995mm,Maruti,Diesel,Delhi,5.0,Maruti Vitara Brezza,1,Comprehensive,1248
3578,2020,1775mm,Grey,26000,Manual,1027000.0,MUV,4445mm,Maruti,Petrol,Delhi,6.0,Maruti XL6,1,Third Party insurance,1462
3579,2017,1475mm,Grey,40000,Manual,375000.0,Hatchback,3595mm,Maruti,Petrol,Delhi,5.0,Maruti Wagon R,1,Third Party insurance,998
3580,2019,1890mm,Others,60000,Manual,1300000.0,SUV,4585mm,Mahindra,Diesel,Delhi,7.0,Mahindra XUV500,1,Third Party insurance,2179
3581,2015,1700mm,White,37140,Manual,902999.9999999999,Sedan,4375mm,Hyundai,Petrol,Delhi,5.0,Hyundai Verna,2,Comprehensive,1591
3582,2018,1600mm,Others,120000,Manual,350000.0,Hatchback,3695mm,Maruti,Cng,Delhi,5.0,Maruti Celerio,1,Third Party insurance,998
3583,2018,1855mm,White,74000,Automatic,2850000.0,SUV,4795mm,Toyota,Diesel,Delhi,7.0,Toyota Fortuner,1,Third Party insurance,2755
3584,2021,1775mm,Black,16430,Manual,903999.9999999999,Hatchback,3995mm,Hyundai,Petrol,Delhi,5.0,Hyundai i20,1,Zero Dep,1197
3585,2022,1790,Others,10000,Manual,950000.0,SUV,3995,Toyota,Petrol,Delhi,5.0,Toyota Urban cruiser,1,Third Party insurance,1462
3586,2017,1695mm,Silver,63054,Automatic,949000.0,Sedan,4440mm,Honda,Petrol,Delhi,5.0,Honda City,1,Comprehensive,1497
3587,2022,1864mm,White,12000,Automatic,3900000.0,Sedan,4869mm,Skoda,Petrol,Delhi,5.0,Skoda Superb,1,Comprehensive,1984
3588,2022,2065mm,Black,13000,Automatic,7400000.0,Sedan,5075mm,Mercedes-Benz,Diesel,Delhi,5.0,Mercedes-Benz E-Class,1,Comprehensive,1950
3589,2018,1780mm,White,32000,Automatic,1099000.0,SUV,4270mm,Hyundai,Diesel,Delhi,5.0,Hyundai Creta,2,Comprehensive,1582
3590,2022,1790mm,White,3500,Manual,1511000.0,SUV,4300mm,Hyundai,Petrol,Delhi,5.0,Hyundai Creta,1,Comprehensive,1497
3591,2017,2006mm,Maroon,7023,Automatic,6475000.0,Convertibles,4143mm,Mercedes-Benz,Petrol,Delhi,2.0,Mercedes-Benz SLC,1,Third Party insurance,2996
3592,2022,2157mm,Silver,5000,Automatic,9200000.0,SUV,4924mm,Mercedes-Benz,Diesel,Delhi,5.0,Mercedes-Benz GLE,1,Comprehensive,1950
3594,2020,1810mm,Blue,11000,Automatic,4250000.0,Sedan,4686mm,Mercedes-Benz,Petrol,Delhi,5.0,Mercedes-Benz C-Class,1,Third Party insurance,1950
3595,2017,1735,Silver,50629,Manual,422000.0,Hatchback,3845mm,Maruti,Petrol,Delhi,5.0,Maruti Swift,1,Third Party insurance,1197
3596,2019,1745mm,Silver,63534,Automatic,678000.0,Hatchback,3995mm,Maruti,Petrol,Delhi,5.0,Maruti Baleno,1,Zero Dep,1197
3597,2018,1550mm,Grey,52000,Manual,300000.0,Hatchback,3515mm,Hyundai,Petrol,Delhi,5.0,Hyundai EON,1,Comprehensive,998
3598,2022,1515mm,Silver,33695,Manual,496000.0,Hatchback,3445mm,Maruti,Cng,Delhi,4.0,Maruti Alto 800,1,Zero Dep,796
3599,2015,1694mm,Silver,68744,Automatic,463000.0,Hatchback,3955mm,Honda,Petrol,Delhi,5.0,Honda Jazz,1,Third Party,1199
3600,2013,1695mm,Others,70000,Manual,455000.0,Sedan,4440mm,Honda,Petrol,Delhi,5.0,Honda City,1,Third Party insurance,1497
3601,2020,1647mm,Red,9540,Automatic,751000.0,Hatchback,3746mm,Tata,Petrol,Delhi,5.0,Tata Tiago,1,Third Party,1199
3602,2017,1730mm,Maroon,45000,Automatic,775000.0,Sedan,4490mm,Maruti,Petrol,Delhi,5.0,Maruti Ciaz,1,Comprehensive,1373
3603,2019,1745mm,Others,36861,Manual,678000.0,Hatchback,3995mm,Maruti,Petrol,Delhi,5.0,Maruti Baleno,1,Zero Dep,1197
3604,2017,1765mm,White,68000,Manual,550000.0,SUV,3998mm,Ford,Petrol,Delhi,5.0,Ford Ecosport,1,Comprehensive,1496
3605,2014,1695mm,Silver,68000,Manual,390000.0,Sedan,3995mm,Maruti,Petrol,Delhi,5.0,Maruti Swift Dzire,1,Comprehensive,1197
3606,2015,1735mm,White,38000,Manual,395000.0,Hatchback,3840mm,Maruti,Petrol,Delhi,5.0,Maruti Swift,1,Comprehensive,1197
3607,2017,1579mm,Grey,39000,Manual,295000.0,Hatchback,3679mm,Renault,Petrol,Delhi,5.0,Renault KWID,1,Comprehensive,999
3608,2017,1682mm,Blue,40000,Manual,599000.0,Hatchback,3971mm,Volkswagen,Petrol,Delhi,5.0,Volkswagen Polo,1,Comprehensive,1199
3609,2020,1835mm,White,18000,Automatic,1748999.9999999998,SUV,4720mm,MG,Petrol,Delhi,6.0,MG Hector Plus,1,Comprehensive,1451
3610,2019,1495mm,Blue,60000,Automatic,399000.0,Hatchback,3599mm,Maruti,Petrol,Delhi,5.0,Maruti Wagon R,1,Comprehensive,998
3611,2018,1695mm,Silver,40000,Manual,449000.0,Sedan,3995mm,Ford,Diesel,Delhi,5.0,Ford Aspire,1,Comprehensive,1498
3612,2018,1515mm,White,68000,Manual,300000.0,Hatchback,3545mm,Maruti,Petrol,Delhi,5.0,Maruti Alto K10,1,Comprehensive,998
3613,2017,1690,Blue,40000,Manual,449000.0,Hatchback,3700mm,Maruti,Petrol,Delhi,5.0,Maruti Ignis,2,Comprehensive,1197
3614,2014,1620 mm,Grey,37000,Manual,295000.0,Hatchback,3655 mm,Maruti,Petrol,Delhi,5.0,Maruti Wagon R,1,Comprehensive,998
3615,2018,1735mm,Silver,21912,Automatic,649000.0,Sedan,3995mm,Maruti,Petrol,Delhi,5.0,Maruti Swift Dzire,1,Zero Dep,1197
3616,2013,1595mm,White,74564,Manual,274000.0,Hatchback,3585mm,Hyundai,Petrol,Delhi,5.0,Hyundai i10,1,Third Party,1197
3617,2019,1515mm,Grey,48000,Manual,375000.0,Hatchback,3430mm,Maruti,Petrol,Delhi,5.0,Maruti Alto 800,1,Comprehensive,796
3618,2017,1695mm,White,96758,Automatic,801000.0,Sedan,4440mm,Honda,Petrol,Delhi,5.0,Honda City,1,Comprehensive,1497
3619,2018,1680mm,Silver,60341,Manual,591000.0,Sedan,3990mm,Honda,Diesel,Delhi,5.0,Honda Amaze,1,Zero Dep,1498
3620,2017,1735mm,White,36973,Manual,434000.0,Hatchback,3840mm,Maruti,Petrol,Delhi,5.0,Maruti Swift,1,Third Party,1197
3621,2017,1730mm,White,39000,Manual,699000.0,Sedan,4490mm,Maruti,Diesel,Delhi,5.0,Maruti Ciaz,1,Comprehensive,1248
3622,2013,1495mm,Silver,52514,Manual,271000.0,Hatchback,3595mm,Maruti,Petrol,Delhi,5.0,Maruti Wagon R,1,Third Party,998
3623,2022,1620 mm,Grey,13001,Manual,555000.0,Hatchback,3655 mm,Maruti,Petrol,Delhi,5.0,Maruti Wagon R,1,Comprehensive,1197
3624,2018,1780mm,White,72000,Manual,825000.0,SUV,4270mm,Hyundai,Diesel,Delhi,5.0,Hyundai Creta,1,Comprehensive,1396
3625,2017,1765mm,Silver,62000,Manual,599000.0,SUV,3998mm,Ford,Petrol,Delhi,5.0,Ford Ecosport,1,Comprehensive,1496
3626,2017,1695mm,Silver,34000,Manual,480999.99999999994,Sedan,4369mm,Toyota,Petrol,Delhi,5.0,Toyota Etios,1,Comprehensive,1496
3627,2015,1680mm,White,67000,Manual,385000.0,Sedan,3990mm,Honda,Petrol,Delhi,5.0,Honda Amaze,1,Comprehensive,1198
3628,2019,1682mm,White,45000,Manual,699000.0,Hatchback,3971mm,Volkswagen,Petrol,Delhi,5.0,Volkswagen Polo,1,Comprehensive,999
3629,2013,1695mm,White,64000,Manual,331000.0,Sedan,3995mm,Maruti,Petrol,Delhi,5.0,Maruti Swift Dzire,1,Comprehensive,1197
3630,2013,1595mm,Silver,58000,Manual,178000.0,Hatchback,3640mm,Chevrolet,Petrol,Delhi,5.0,Chevrolet Beat,2,Comprehensive,1199
3631,2017,1780mm,White,48000,Automatic,925000.0,SUV,4270mm,Hyundai,Petrol,Delhi,5.0,Hyundai Creta,2,Comprehensive,1591
3632,2013,1680mm,Silver,70000,Manual,290000.0,Hatchback,3775mm,Maruti,Petrol,Delhi,5.0,Maruti Ritz,1,Comprehensive,1197
3633,2017,1730mm,Black,59863,Automatic,570000.0,Sedan,4490mm,Maruti,Petrol,Delhi,5.0,Maruti Ciaz,2,Comprehensive,1373
3634,2022,1515mm,Silver,18468,Manual,492000.0,Hatchback,3445mm,Maruti,Cng,Delhi,4.0,Maruti Alto 800,1,Zero Dep,796
3635,2018,1737mm,Silver,42173,Manual,530000.0,Hatchback,3954mm,Ford,Petrol,Delhi,5.0,Ford Freestyle,2,Third Party,1194
3636,2015,1765mm,White,68631,Automatic,465000.00000000006,SUV,3998mm,Ford,Petrol,Delhi,5.0,Ford Ecosport,2,Comprehensive,1496
3637,2021,1515,Silver,18833,Manual,351000.0,Hatchback,3445,Maruti,Petrol,Delhi,5.0,Maruti Alto 800,1,Zero Dep,796
3638,2021,1690,Silver,55418,Manual,515000.00000000006,Hatchback,3700mm,Maruti,Petrol,Delhi,5.0,Maruti Ignis,1,Third Party,1197
3639,2013,1495mm,Gray,20000,Manual,225000.0,Hatchback,3599mm,Maruti,Petrol,Delhi,5.0,Maruti Wagon R,1,Third Party insurance,998
3640,2020,1739,Red,53400,Manual,620000.0,MUV,3991mm,Renault,Petrol,Delhi,7.0,Renault Triber,1,Zero Dep,999
3641,2018,1579mm,Silver,25000,Manual,349000.0,Hatchback,3679mm,Renault,Petrol,Delhi,5.0,Renault KWID,1,Comprehensive,999
3642,2019,1818mm,Silver,87576,Automatic,1385000.0,SUV,4395mm,Jeep,Petrol,Delhi,5.0,Jeep Compass,1,Comprehensive,1368
3643,2014,1680mm,Silver,58000,Manual,290000.0,Hatchback,3610mm,Honda,Petrol,Delhi,5.0,Honda Brio,1,Comprehensive,1198
3644,2015,1635mm,White,75000,Manual,285000.0,MUV,3995mm,Datsun,Petrol,Delhi,7.0,Datsun GO Plus,1,Comprehensive,1198
3645,2013,1699 mm,White,69000,Automatic,330000.0,Sedan,4384 mm,Volkswagen,Petrol,Delhi,5.0,Volkswagen Vento,1,Comprehensive,1598
3646,2015,1726mm,Black,20000,Manual,549000.0,SUV,3920mm,Mahindra,Diesel,Delhi,6.0,Mahindra Thar,1,Comprehensive,2498
3647,2020,1515,White,45000,Manual,365000.0,Hatchback,3445,Maruti,Petrol,Delhi,5.0,Maruti Alto 800,1,Comprehensive,796
3648,2021,1695mm,White,20000,Manual,650000.0,Sedan,3995mm,Maruti,Cng,Delhi,5.0,Maruti Swift Dzire Tour,1,Third Party insurance,1197
3649,2015,1785mm,White,70000,Manual,449000.0,SUV,4300mm,Maruti,Diesel,Delhi,5.0,Maruti SX4 S Cross,1,Comprehensive,1248
3650,2017,1694mm,White,72000,Automatic,599000.0,Hatchback,3955mm,Honda,Petrol,Delhi,5.0,Honda Jazz,1,Comprehensive,1199
3651,2023,1926mm,Grey,7800,Automatic,4645000.0,SUV,4985mm,MG,Diesel,Delhi,6.0,MG Gloster,0,Comprehensive,1996
3652,2020,1677,Silver,25000,Manual,499000.0,Hatchback,3765,Tata,Petrol,Delhi,5.0,Tata Tiago,1,Comprehensive,1199
3653,2020,1895mm,Black,19000,Automatic,8800000.0,SUV,5000mm,Lexus,Petrol,Delhi,5.0,Lexus RX,1,Comprehensive,3456
3654,2022,1752mm,Others,11332,Automatic,1358000.0,Sedan,4541mm,Skoda,Petrol,Delhi,5.0,Skoda Slavia,1,Zero Dep,999
3655,2016,1745mm,Blue,25456,Manual,560000.0,Hatchback,3995mm,Maruti,Petrol,Delhi,5.0,Maruti Baleno,1,Comprehensive,1197
3656,2013,1620 mm,Grey,65000,Manual,275000.0,Hatchback,3655 mm,Maruti,Petrol,Delhi,5.0,Maruti Wagon R,2,Comprehensive,998
3657,2017,1694mm,Silver,93616,Automatic,586000.0,Hatchback,3955mm,Honda,Petrol,Delhi,5.0,Honda Jazz,1,Zero Dep,1199
3658,2017,1655,Silver,74134,Automatic,463000.0,Hatchback,3695mm,Maruti,Petrol,Delhi,5.0,Maruti Celerio,1,Comprehensive,998
3659,2018,1822mm,Brown,70000,Automatic,699000.0,SUV,4315mm,Renault,Petrol,Delhi,5.0,Renault Duster,1,Comprehensive,1498
3660,2018,1745mm,Blue,62411,Manual,593000.0,Hatchback,3995mm,Maruti,Diesel,Delhi,5.0,Maruti Baleno,2,Zero Dep,1248
3661,2012,1854mm,White,56000,Automatic,1050000.0,Sedan,4868mm,Mercedes-Benz,Petrol,Delhi,5.0,Mercedes-Benz E-Class,2,Third Party insurance,1796
3662,2018,1735mm,Silver,63661,Manual,567000.0,SUV,3700mm,Mahindra,Diesel,Delhi,5.0,Mahindra KUV 100 NXT,2,Third Party,1198
3663,2021,1835mm,White,24000,Automatic,1750000.0,SUV,4720mm,MG,Petrol,Delhi,6.0,MG Hector Plus,1,Comprehensive,1451
3664,2022,1760mm,White,14000,Manual,1650000.0,SUV,4221mm,Volkswagen,Petrol,Delhi,5.0,Volkswagen Taigun,1,Comprehensive,1498
3665,2017,1890mm,Others,70000,Manual,930000.0000000001,SUV,4585mm,Mahindra,Diesel,Delhi,7.0,Mahindra XUV500,1,Third Party insurance,1997
3666,2018,1734mm,Silver,50000,Manual,749000.0,SUV,3999mm,Honda,Petrol,Delhi,5.0,Honda WR-V,1,Comprehensive,1199
3667,2011,1699mm,White,74000,Manual,249000.00000000003,Sedan,4384mm,Volkswagen,Petrol,Delhi,5.0,Volkswagen Vento,1,Comprehensive,1598
3668,2018,1900mm,Blue,70000,Manual,899000.0,SUV,4788mm,Tata,Diesel,Delhi,7.0,Tata Hexa,1,Comprehensive,2179
3669,2013,1595mm,Silver,65000,Manual,225000.0,Hatchback,3585mm,Hyundai,Petrol,Delhi,5.0,Hyundai i10,1,Third Party insurance,1086
3670,2015,1745mm,Grey,40000,Manual,399000.0,Hatchback,3995mm,Maruti,Diesel,Delhi,5.0,Maruti Baleno,1,Comprehensive,1248
3671,2010,1495mm,Others,60000,Manual,80000.0,Hatchback,3495mm,Chevrolet,Petrol,Delhi,5.0,Chevrolet Spark,3,Third Party insurance,995
3672,2010,1695 mm,Grey,81000,Automatic,225000.0,Sedan,4420 mm,Honda,Petrol,Delhi,5.0,Honda City,3,Comprehensive,1497
3673,2012,1475mm,White,80000,Manual,137000.0,Hatchback,3495mm,Maruti,Petrol,Delhi,5.0,Maruti Alto,1,Third Party insurance,796
3674,2014,1695mm,Silver,107539,Manual,389000.0,Sedan,3995mm,Maruti,Diesel,Delhi,5.0,Maruti Swift Dzire,1,Comprehensive,1248
3675,2016,1745mm,White,52059,Manual,548000.0,Hatchback,3995mm,Maruti,Petrol,Delhi,5.0,Maruti Baleno,1,Comprehensive,1197
3676,2021,1835mm,Gray,70000,Manual,1695000.0,SUV,4655mm,MG,Petrol,Delhi,5.0,MG Hector,1,Third Party insurance,1451
3677,2021,1775mm,Blue,5732,Manual,874000.0,Hatchback,3995mm,Hyundai,Petrol,Delhi,5.0,Hyundai i20,1,Zero Dep,1197
3678,2018,1695mm,White,53034,Manual,596000.0,Sedan,3995mm,Honda,Petrol,Delhi,5.0,Honda Amaze,1,Comprehensive,1199
3679,2009,1695 mm,White,80000,Manual,179000.0,Sedan,4420 mm,Honda,Petrol,Delhi,5.0,Honda City,3,Third Party insurance,1497
3680,2017,1745mm,Blue,66462,Manual,501000.0,Hatchback,3995mm,Maruti,Petrol,Delhi,5.0,Maruti Baleno,2,Zero Dep,1197
3681,2013,1890mm,Others,70000,Manual,575000.0,SUV,4585mm,Mahindra,Diesel,Delhi,7.0,Mahindra XUV500,1,Third Party insurance,2179
3682,2017,1745mm,Red,52444,Manual,495000.0,Hatchback,3995mm,Maruti,Petrol,Delhi,5.0,Maruti Baleno,1,Third Party,1197
3683,2014,1965mm,Others,60000,Manual,500000.0,SUV,4655mm,Tata,Diesel,Delhi,7.0,Tata Safari Storme,1,Third Party insurance,2179
3684,2019,1835mm,Others,40000,Automatic,1500000.0,SUV,4655mm,MG,Petrol,Delhi,5.0,MG Hector,2,Third Party insurance,1451
3685,2022,1680,Others,10000,Manual,725000.0,Hatchback,3805mm,Hyundai,Petrol,Delhi,5.0,Hyundai Grand i10 Nios,1,Third Party insurance,1197
3686,2022,1790,Others,10000,Manual,1030000.0000000001,SUV,3995,Toyota,Petrol,Delhi,5.0,Toyota Urban cruiser,1,Third Party insurance,1462
3687,2017,1730mm,Others,70000,Manual,650000.0,Sedan,4490mm,Maruti,Diesel,Delhi,5.0,Maruti Ciaz,1,Third Party insurance,1248
3688,2014,1660mm,Red,14000,Automatic,450000.0,Hatchback,3765mm,Hyundai,Petrol,Delhi,5.0,Hyundai Grand i10,1,Comprehensive,1197
3689,2019,1765mm,Silver,39500,Manual,689000.0,SUV,3998mm,Ford,Diesel,Delhi,5.0,Ford Ecosport,1,Third Party insurance,1498
